"distribution_center_id","name","latitude","longitude","product_id","cost","category","product_name","retail_price","sku","distribution_center_id","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_id","user_id","status","gender","created_at","shipped_at","delivered_at","returned_at"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI60513","O41606","U33162","P005","2022-09-09","2022-09-09","","","19.5","","","","","","","","","","O41606","U33162","Shipped","F","2022-09-09","2022-09-09","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI129488","O89341","U71510","P004","2023-02-15","2023-02-11","","","19.5","","","","","","","","","","O89341","U71510","Shipped","F","2023-02-15","2023-02-11","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI171822","O118322","U94640","P004","2021-09-29","2021-09-29","","","19.5","","","","","","","","","","O118322","U94640","Shipped","F","2021-09-29","2021-09-29","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI3467","O2358","U1870","P005","2021-09-08","2021-09-09","2021-09-12","","19.5","","","","","","","","","","O2358","U1870","Complete","F","2021-09-08","2021-09-09","2021-09-12",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI40593","O27921","U22187","P005","2022-08-13","2022-08-14","2022-08-16","","19.5","","","","","","","","","","O27921","U22187","Complete","F","2022-08-13","2022-08-14","2022-08-16",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI164959","O113664","U90882","P005","2022-06-14","2022-06-12","2022-06-16","","19.5","","","","","","","","","","O113664","U90882","Complete","F","2022-06-14","2022-06-12","2022-06-16",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI87888","O60620","U48562","P004","2023-04-08","","","","19.5","","","","","","","","","","O60620","U48562","Cancelled","F","2023-04-08","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI124622","O85967","U68779","P005","2021-06-03","","","","19.5","","","","","","","","","","O85967","U68779","Cancelled","F","2021-06-03","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI137373","O94755","U75827","P005","2023-06-20","","","","19.5","","","","","","","","","","O94755","U75827","Cancelled","F","2023-06-20","","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI161996","O111636","U89321","P004","2022-11-10","","","","19.5","","","","","","","","","","O111636","U89321","Cancelled","F","2022-11-10","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI35403","O24354","U19412","P005","2022-05-28","","","","19.5","","","","","","","","","","O24354","U19412","Processing","F","2022-05-28","","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI125437","O86539","U69259","P005","2023-01-01","","","","19.5","","","","","","","","","","O86539","U69259","Processing","F","2023-01-01","","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI152702","O105209","U84195","P004","2023-05-03","","","","19.5","","","","","","","","","","O105209","U84195","Processing","F","2023-05-03","","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI77854","O53605","U42840","P003","2020-06-29","2020-06-30","","","21.5","","","","","","","","","","O53605","U42840","Shipped","F","2020-06-29","2020-06-30","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI170794","O117636","U94110","P003","2023-05-10","2023-05-11","","","21.5","","","","","","","","","","O117636","U94110","Shipped","F","2023-05-10","2023-05-11","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI74074","O50987","U40741","P003","2020-04-23","2020-04-24","2020-04-28","","21.5","","","","","","","","","","O50987","U40741","Complete","F","2020-04-23","2020-04-24","2020-04-28",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI1649","O1114","U892","P002","2023-05-18","2023-05-19","","","22.5","","","","","","","","","","O1114","U892","Shipped","F","2023-05-18","2023-05-19","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI9592","O6560","U5288","P002","2022-06-17","2022-06-18","","","22.5","","","","","","","","","","O6560","U5288","Shipped","F","2022-06-17","2022-06-18","",""
"DC001","Memphis TN","35.1174","-89.9711","P001","27.04799992","Sneakers","Nike Air Max 270","99.99","C4CA4","DC001","OI43756","O30085","U23950","P001","2021-12-15","2021-12-17","","","22.5","","","","","","","","","","O30085","U23950","Shipped","F","2021-12-15","2021-12-17","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI54053","O37138","U29572","P002","2022-08-08","2022-08-11","","","22.5","","","","","","","","","","O37138","U29572","Shipped","F","2022-08-08","2022-08-11","",""
"DC001","Memphis TN","35.1174","-89.9711","P001","27.04799992","Sneakers","Nike Air Max 270","99.99","C4CA4","DC001","OI65296","O44935","U35895","P001","2022-11-01","2022-10-31","","","22.5","","","","","","","","","","O44935","U35895","Shipped","F","2022-11-01","2022-10-31","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI71668","O49320","U39414","P002","2021-03-20","2021-03-20","","","22.5","","","","","","","","","","O49320","U39414","Shipped","F","2021-03-20","2021-03-20","",""
"DC001","Memphis TN","35.1174","-89.9711","P001","27.04799992","Sneakers","Nike Air Max 270","99.99","C4CA4","DC001","OI154181","O106211","U85010","P001","2023-05-10","2023-05-07","","","22.5","","","","","","","","","","O106211","U85010","Shipped","F","2023-05-10","2023-05-07","",""
"DC001","Memphis TN","35.1174","-89.9711","P001","27.04799992","Sneakers","Nike Air Max 270","99.99","C4CA4","DC001","OI173321","O119375","U95474","P001","2023-04-26","2023-04-28","","","22.5","","","","","","","","","","O119375","U95474","Shipped","F","2023-04-26","2023-04-28","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI111026","O76576","U61289","P007","2023-02-19","2023-02-17","2023-02-19","","22.5","","","","","","","","","","O76576","U61289","Complete","F","2023-02-19","2023-02-17","2023-02-19",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI133451","O92063","U73713","P007","2023-02-20","2023-02-21","2023-02-23","","22.5","","","","","","","","","","O92063","U73713","Complete","F","2023-02-20","2023-02-21","2023-02-23",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI36460","O25059","U19934","P011","2022-09-18","2022-09-20","2022-09-22","2022-09-23","22.5","","","","","","","","","","O25059","U19934","Returned","F","2022-09-18","2022-09-20","2022-09-22","2022-09-22"
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI79416","O54676","U43727","P007","2023-03-06","2023-03-06","2023-03-07","2023-03-09","22.5","","","","","","","","","","O54676","U43727","Returned","F","2023-03-06","2023-03-06","2023-03-07","2023-03-07"
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI155959","O107463","U86007","P011","2021-05-16","2021-05-18","2021-05-19","2021-05-22","22.5","","","","","","","","","","O107463","U86007","Returned","F","2021-05-16","2021-05-18","2021-05-19","2021-05-19"
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI156283","O107682","U86169","P011","2022-12-21","2022-12-24","2022-12-29","2022-12-31","22.5","","","","","","","","","","O107682","U86169","Returned","F","2022-12-21","2022-12-24","2022-12-29","2022-12-29"
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI16252","O11205","U8943","P011","2023-06-24","","","","22.5","","","","","","","","","","O11205","U8943","Cancelled","F","2023-06-24","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI47336","O32578","U25916","P007","2023-06-29","","","","22.5","","","","","","","","","","O32578","U25916","Cancelled","F","2023-06-29","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI154581","O106498","U85237","P007","2019-10-20","","","","22.5","","","","","","","","","","O106498","U85237","Cancelled","F","2019-10-20","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI13889","O9565","U7716","P007","2023-03-21","","","","22.5","","","","","","","","","","O9565","U7716","Processing","F","2023-03-21","","",""
"DC001","Memphis TN","35.1174","-89.9711","P001","27.04799992","Sneakers","Nike Air Max 270","99.99","C4CA4","DC001","OI87505","O60350","U48350","P001","2023-04-03","","","","22.5","","","","","","","","","","O60350","U48350","Processing","F","2023-04-03","","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI103753","O71580","U57321","P002","2022-08-16","","","","22.5","","","","","","","","","","O71580","U57321","Processing","F","2022-08-16","","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI114383","O78888","U63052","P002","2022-04-28","","","","22.5","","","","","","","","","","O78888","U63052","Processing","F","2022-04-28","","",""
"DC001","Memphis TN","35.1174","-89.9711","P001","27.04799992","Sneakers","Nike Air Max 270","99.99","C4CA4","DC001","OI127210","O87753","U70241","P001","2020-05-28","","","","22.5","","","","","","","","","","O87753","U70241","Processing","F","2020-05-28","","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI12446","O8554","U6848","P009","2023-05-28","2023-05-29","","","24.5","","","","","","","","","","O8554","U6848","Shipped","F","2023-05-28","2023-05-29","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI42812","O29462","U23418","P009","2021-02-20","2021-02-22","2021-02-24","","24.5","","","","","","","","","","O29462","U23418","Complete","F","2021-02-20","2021-02-22","2021-02-24",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI69278","O47686","U38102","P002","2022-04-10","2022-04-11","2022-04-12","","24.5","","","","","","","","","","O47686","U38102","Complete","F","2022-04-09","2022-04-11","2022-04-12",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI95955","O66201","U52955","P009","2023-04-07","2023-04-04","2023-04-07","","24.5","","","","","","","","","","O66201","U52955","Complete","F","2023-04-07","2023-04-04","2023-04-07",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI112561","O77652","U62108","P008","2020-08-20","2020-08-21","2020-08-23","2020-08-24","24.5","","","","","","","","","","O77652","U62108","Returned","F","2020-08-20","2020-08-21","2020-08-23","2020-08-23"
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI59139","O40661","U32386","P002","2020-09-04","","","","24.5","","","","","","","","","","O40661","U32386","Cancelled","F","2020-09-04","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI68425","O47148","U37646","P008","2022-07-29","","","","24.5","","","","","","","","","","O47148","U37646","Cancelled","F","2022-07-29","","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI97792","O67467","U54010","P009","2023-03-16","","","","24.5","","","","","","","","","","O67467","U54010","Cancelled","F","2023-03-16","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI109645","O75641","U60545","P007","2022-06-08","2022-06-11","","","29.5","","","","","","","","","","O75641","U60545","Shipped","F","2022-06-08","2022-06-11","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI168299","O115942","U92770","P005","2022-12-18","2022-12-17","","","29.5","","","","","","","","","","O115942","U92770","Shipped","F","2022-12-18","2022-12-17","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI59912","O41182","U32820","P005","2021-12-04","2021-12-04","2021-12-07","","29.5","","","","","","","","","","O41182","U32820","Complete","F","2021-12-04","2021-12-04","2021-12-07",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI76236","O52486","U41940","P006","2023-05-16","2023-05-15","2023-05-16","","29.5","","","","","","","","","","O52486","U41940","Complete","F","2023-05-16","2023-05-15","2023-05-16",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI108184","O74614","U59734","P007","2022-01-13","2022-01-11","2022-01-14","","29.5","","","","","","","","","","O74614","U59734","Complete","F","2022-01-13","2022-01-11","2022-01-14",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI150631","O103803","U83092","P005","2022-05-02","2022-05-04","2022-05-09","","29.5","","","","","","","","","","O103803","U83092","Complete","F","2022-05-02","2022-05-04","2022-05-09",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI107410","O74106","U59336","P005","2023-04-27","2023-04-25","2023-04-28","2023-05-01","29.5","","","","","","","","","","O74106","U59336","Returned","F","2023-04-27","2023-04-25","2023-04-28","2023-04-28"
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI113676","O78412","U62684","P006","2022-01-24","2022-01-23","2022-01-26","2022-01-27","29.5","","","","","","","","","","O78412","U62684","Returned","F","2022-01-24","2022-01-23","2022-01-26","2022-01-26"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI116560","O80407","U64276","P005","2022-08-20","2022-08-21","2022-08-23","2022-08-24","29.5","","","","","","","","","","O80407","U64276","Returned","F","2022-08-20","2022-08-21","2022-08-23","2022-08-23"
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI31165","O21423","U17103","P005","2021-06-12","","","","29.5","","","","","","","","","","O21423","U17103","Cancelled","F","2021-06-10","","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI37335","O25654","U20407","P006","2023-01-12","","","","29.5","","","","","","","","","","O25654","U20407","Cancelled","F","2023-01-12","","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI888","O595","U473","P006","2020-06-06","","","","29.5","","","","","","","","","","O595","U473","Processing","F","2020-06-06","","",""
